Year,G,G,Coach,Offense,Defense,Team
2006,16,2.0,Andy Reid,Marty Mornhinweg,Jim Johnson,Philadelphia Eagles
2005,16,0.0,Andy Reid,Brad Childress,Jim Johnson,Philadelphia Eagles
2004,16,3.0,Andy Reid,Brad Childress,Jim Johnson,Philadelphia Eagles
2003,16,2.0,Andy Reid,Brad Childress,Jim Johnson,Philadelphia Eagles
2002,16,2.0,Andy Reid,Brad Childress,Jim Johnson,Philadelphia Eagles
2001,16,3.0,Andy Reid,Rod Dowhower,Jim Johnson,Philadelphia Eagles
2000,16,2.0,Andy Reid,Rod Dowhower,Jim Johnson,Philadelphia Eagles
1999,16,0.0,Andy Reid,Rod Dowhower,Jim Johnson,Philadelphia Eagles
1998,16,0.0,Ray Rhodes,Dana Bible,Emmitt Thomas,Philadelphia Eagles
1997,16,0.0,Ray Rhodes,Jon Gruden,Emmitt Thomas,Philadelphia Eagles
1996,16,1.0,Ray Rhodes,Jon Gruden,Emmitt Thomas,Philadelphia Eagles
1995,16,2.0,Ray Rhodes,Jon Gruden,Emmitt Thomas,Philadelphia Eagles
1994,16,0.0,Rich Kotite,Zeke Bratkowski,Bud Carson,Philadelphia Eagles
1993,16,0.0,Rich Kotite,Zeke Bratkowski,Bud Carson,Philadelphia Eagles
1992,16,2.0,Rich Kotite,,Bud Carson,Philadelphia Eagles
1991,16,0.0,Rich Kotite,,Bud Carson,Philadelphia Eagles
1990,16,1.0,Buddy Ryan,Rich Kotite,Jeff Fisher,Philadelphia Eagles
1989,16,1.0,Buddy Ryan,Ted Plumb,Jeff Fisher,Philadelphia Eagles
1988,16,1.0,Buddy Ryan,Ted Plumb,Wade Phillips,Philadelphia Eagles
1987,15,0.0,Buddy Ryan,Ted Plumb,Wade Phillips,Philadelphia Eagles
1986,16,0.0,Buddy Ryan,Ted Plumb,Wade Phillips,Philadelphia Eagles
1985,1,0.0,Fred Bruney,Ted Marchibroda,,Philadelphia Eagles
1985,15,0.0,Marion Campbell,Ted Marchibroda,,Philadelphia Eagles
1984,16,0.0,Marion Campbell,Ted Marchibroda,,Philadelphia Eagles
1983,16,0.0,Marion Campbell,Dick Wood,,Philadelphia Eagles
1982,9,0.0,Dick Vermeil,,Marion Campbell,Philadelphia Eagles
1981,16,1.0,Dick Vermeil,,Marion Campbell,Philadelphia Eagles
1980,16,3.0,Dick Vermeil,,Marion Campbell,Philadelphia Eagles
1979,16,2.0,Dick Vermeil,,Marion Campbell,Philadelphia Eagles
1978,16,1.0,Dick Vermeil,John Ralston,Marion Campbell,Philadelphia Eagles
1977,14,0.0,Dick Vermeil,,Marion Campbell,Philadelphia Eagles
1976,14,0.0,Dick Vermeil,John Idzik,John Mazur,Philadelphia Eagles
1975,14,0.0,Mike McCormack,,Walt Michaels,Philadelphia Eagles
1974,14,0.0,Mike McCormack,,Walt Michaels,Philadelphia Eagles
1973,14,0.0,Mike McCormack,,Walt Michaels,Philadelphia Eagles
1972,14,0.0,Ed Khayat,Tom Fears,Walt Michaels,Philadelphia Eagles
1971,11,0.0,Ed Khayat,Tom Fears,,Philadelphia Eagles
1971,3,0.0,Jerry Williams,Tom Fears,,Philadelphia Eagles
1970,14,0.0,Jerry Williams,,,Philadelphia Eagles
1969,14,0.0,Jerry Williams,,,Philadelphia Eagles
1968,14,0.0,Joe Kuharich,Herman Ball,Dick Evans,Philadelphia Eagles
1967,14,0.0,Joe Kuharich,Herman Ball,Dick Evans,Philadelphia Eagles
1966,14,0.0,Joe Kuharich,Herman Ball,Dick Evans,Philadelphia Eagles
1965,14,0.0,Joe Kuharich,Herman Ball,Dick Evans,Philadelphia Eagles
1964,14,0.0,Joe Kuharich,Herman Ball,Dick Evans,Philadelphia Eagles
1963,14,0.0,Nick Skorich,,,Philadelphia Eagles
1962,14,0.0,Nick Skorich,,,Philadelphia Eagles
1961,14,0.0,Nick Skorich,,,Philadelphia Eagles
1960,12,1.0,Buck Shaw,,,Philadelphia Eagles
1959,12,0.0,Buck Shaw,,,Philadelphia Eagles
1958,12,0.0,Buck Shaw,,,Philadelphia Eagles
1957,12,0.0,Hugh Devore,,,Philadelphia Eagles
1956,12,0.0,Hugh Devore,,,Philadelphia Eagles
1955,12,0.0,Jim Trimble,,,Philadelphia Eagles
1954,12,0.0,Jim Trimble,,,Philadelphia Eagles
1953,12,0.0,Jim Trimble,,,Philadelphia Eagles
1952,12,0.0,Jim Trimble,,,Philadelphia Eagles
1951,10,0.0,Wayne Millner,,,Philadelphia Eagles
1951,2,0.0,Bo McMillin,,,Philadelphia Eagles
1950,12,0.0,Greasy Neale,,,Philadelphia Eagles
1949,12,1.0,Greasy Neale,,,Philadelphia Eagles
1948,12,1.0,Greasy Neale,,,Philadelphia Eagles
1947,12,2.0,Greasy Neale,,,Philadelphia Eagles
1946,11,0.0,Greasy Neale,,,Philadelphia Eagles
1945,10,0.0,Greasy Neale,,,Philadelphia Eagles
1944,10,0.0,Greasy Neale,,,Philadelphia Eagles
1943,10,0.0,Greasy Neale,,,Philadelphia Eagles
1943,10,0.0,Walt Kiesling,,,Philadelphia Eagles
1942,11,0.0,Greasy Neale,,,Philadelphia Eagles
1941,11,0.0,Greasy Neale,,,Philadelphia Eagles
1940,11,0.0,Bert Bell,,,Philadelphia Eagles
1939,11,0.0,Bert Bell,,,Philadelphia Eagles
1938,11,0.0,Bert Bell,,,Philadelphia Eagles
1937,11,0.0,Bert Bell,,,Philadelphia Eagles
1936,12,0.0,Bert Bell,,,Philadelphia Eagles
1935,11,0.0,Lud Wray,,,Philadelphia Eagles
1934,11,0.0,Lud Wray,,,Philadelphia Eagles
1933,9,0.0,Lud Wray,,,Philadelphia Eagles
2025,6,,Mike Tomlin,Arthur Smith,Teryl Austin,Pittsburgh Steelers
2024,17,1.0,Mike Tomlin,Arthur Smith,Teryl Austin,Pittsburgh Steelers
2023,17,1.0,Mike Tomlin,"Matt Canada, Eddie Faulkner",Teryl Austin,Pittsburgh Steelers
2022,17,,Mike Tomlin,Matt Canada,Teryl Austin,Pittsburgh Steelers
2021,17,1.0,Mike Tomlin,Matt Canada,Keith Butler,Pittsburgh Steelers
2020,16,1.0,Mike Tomlin,Randy Fichtner,Keith Butler,Pittsburgh Steelers
2019,16,,Mike Tomlin,Randy Fichtner,Keith Butler,Pittsburgh Steelers
2018,16,,Mike Tomlin,Randy Fichtner,Keith Butler,Pittsburgh Steelers
2017,16,1.0,Mike Tomlin,Todd Haley,Keith Butler,Pittsburgh Steelers
2016,16,3.0,Mike Tomlin,Todd Haley,Keith Butler,Pittsburgh Steelers
2015,16,2.0,Mike Tomlin,Todd Haley,Keith Butler,Pittsburgh Steelers
2014,16,1.0,Mike Tomlin,Todd Haley,Dick LeBeau,Pittsburgh Steelers
2013,16,0.0,Mike Tomlin,Todd Haley,Dick LeBeau,Pittsburgh Steelers
2012,16,0.0,Mike Tomlin,Todd Haley,Dick LeBeau,Pittsburgh Steelers
2011,16,1.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Pittsburgh Steelers
2010,16,3.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Pittsburgh Steelers
2009,16,0.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Pittsburgh Steelers
2008,16,3.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Pittsburgh Steelers
2007,16,1.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Pittsburgh Steelers
2006,16,0.0,Bill Cowher,Ken Whisenhunt,Dick LeBeau,Pittsburgh Steelers
2005,16,4.0,Bill Cowher,Ken Whisenhunt,Dick LeBeau,Pittsburgh Steelers
2004,16,2.0,Bill Cowher,Ken Whisenhunt,Dick LeBeau,Pittsburgh Steelers
2003,16,0.0,Bill Cowher,Mike Mularkey,Tim Lewis,Pittsburgh Steelers
2002,16,2.0,Bill Cowher,Mike Mularkey,Tim Lewis,Pittsburgh Steelers
2001,16,2.0,Bill Cowher,Mike Mularkey,Tim Lewis,Pittsburgh Steelers
2000,16,0.0,Bill Cowher,Kevin Gilbride,Tim Lewis,Pittsburgh Steelers
1999,16,0.0,Bill Cowher,Kevin Gilbride,Jim Haslett,Pittsburgh Steelers
1998,16,0.0,Bill Cowher,Ray Sherman,Jim Haslett,Pittsburgh Steelers
1997,16,2.0,Bill Cowher,Chan Gailey,Jim Haslett,Pittsburgh Steelers
1996,16,2.0,Bill Cowher,Chan Gailey,Dick LeBeau,Pittsburgh Steelers
1995,16,3.0,Bill Cowher,Ron Erhardt,Dick LeBeau,Pittsburgh Steelers
1994,16,2.0,Bill Cowher,Ron Erhardt,Dom Capers,Pittsburgh Steelers
1993,16,1.0,Bill Cowher,Ron Erhardt,Dom Capers,Pittsburgh Steelers
1992,16,1.0,Bill Cowher,Ron Erhardt,Dom Capers,Pittsburgh Steelers
1991,16,0.0,Chuck Noll,Joe Walton,Dave Brazil,Pittsburgh Steelers
1990,16,0.0,Chuck Noll,Joe Walton,Dave Brazil,Pittsburgh Steelers
1989,16,2.0,Chuck Noll,Tom Moore,Rod Rust,Pittsburgh Steelers
1988,16,0.0,Chuck Noll,Tom Moore,Tony Dungy,Pittsburgh Steelers
1987,15,0.0,Chuck Noll,Tom Moore,Tony Dungy,Pittsburgh Steelers
1986,16,0.0,Chuck Noll,Tom Moore,Tony Dungy,Pittsburgh Steelers
1985,16,0.0,Chuck Noll,Tom Moore,Tony Dungy,Pittsburgh Steelers
1984,16,2.0,Chuck Noll,Tom Moore,Tony Dungy,Pittsburgh Steelers
1983,16,1.0,Chuck Noll,Tom Moore,Woody Widenhofer,Pittsburgh Steelers
1982,9,1.0,Chuck Noll,,Woody Widenhofer,Pittsburgh Steelers
1981,16,0.0,Chuck Noll,,Woody Widenhofer,Pittsburgh Steelers
1980,16,0.0,Chuck Noll,,Woody Widenhofer,Pittsburgh Steelers
1979,16,3.0,Chuck Noll,,Woody Widenhofer,Pittsburgh Steelers
1978,16,3.0,Chuck Noll,,George Perles,Pittsburgh Steelers
1977,14,1.0,Chuck Noll,,Bud Carson,Pittsburgh Steelers
1976,14,2.0,Chuck Noll,,Bud Carson,Pittsburgh Steelers
1975,14,3.0,Chuck Noll,,Bud Carson,Pittsburgh Steelers
1974,14,3.0,Chuck Noll,,Bud Carson,Pittsburgh Steelers
1973,14,1.0,Chuck Noll,,Bud Carson,Pittsburgh Steelers
1972,14,2.0,Chuck Noll,,Bud Carson,Pittsburgh Steelers
1971,14,0.0,Chuck Noll,,,Pittsburgh Steelers
1970,14,0.0,Chuck Noll,,,Pittsburgh Steelers
1969,14,0.0,Chuck Noll,,,Pittsburgh Steelers
1968,14,0.0,Bill Austin,,LaVern Torgeson,Pittsburgh Steelers
1967,14,0.0,Bill Austin,,LaVern Torgeson,Pittsburgh Steelers
1966,14,0.0,Bill Austin,,LaVern Torgeson,Pittsburgh Steelers
1965,14,0.0,Mike Nixon,,,Pittsburgh Steelers
1964,14,0.0,Buddy Parker,,Buster Ramsey,Pittsburgh Steelers
1963,14,0.0,Buddy Parker,,Buster Ramsey,Pittsburgh Steelers
1962,14,0.0,Buddy Parker,,Buster Ramsey,Pittsburgh Steelers
1961,14,0.0,Buddy Parker,,,Pittsburgh Steelers
1960,12,0.0,Buddy Parker,,,Pittsburgh Steelers
1959,12,0.0,Buddy Parker,,,Pittsburgh Steelers
1958,12,0.0,Buddy Parker,,,Pittsburgh Steelers
1957,12,0.0,Buddy Parker,,,Pittsburgh Steelers
1956,12,0.0,Walt Kiesling,,,Pittsburgh Steelers
1955,12,0.0,Walt Kiesling,,,Pittsburgh Steelers
1954,12,0.0,Walt Kiesling,,,Pittsburgh Steelers
1953,12,0.0,Joe Bach,,,Pittsburgh Steelers
1952,12,0.0,Joe Bach,,,Pittsburgh Steelers
1951,12,0.0,John Michelosen,,,Pittsburgh Steelers
1950,12,0.0,John Michelosen,,,Pittsburgh Steelers
1949,12,0.0,John Michelosen,,,Pittsburgh Steelers
1948,12,0.0,John Michelosen,,,Pittsburgh Steelers
1947,12,1.0,Jock Sutherland,,,Pittsburgh Steelers
1946,11,0.0,Jock Sutherland,,,Pittsburgh Steelers
1945,10,0.0,Jim Leonard,,,Pittsburgh Steelers
1942,11,0.0,Walt Kiesling,,,Pittsburgh Steelers
1941,4,0.0,Walt Kiesling,,,Pittsburgh Steelers
1941,5,0.0,Aldo Donelli,,,Pittsburgh Steelers
1941,2,0.0,Bert Bell,,,Pittsburgh Steelers
1940,11,0.0,Walt Kiesling,,,Pittsburgh Steelers
1939,8,0.0,Walt Kiesling,,,Pittsburgh Steelers
1939,3,0.0,Johnny Blood,,,Pittsburgh Steelers
1938,11,0.0,Johnny Blood,,,Pittsburgh Steelers
1937,11,0.0,Johnny Blood,,,Pittsburgh Steelers
1936,12,0.0,Joe Bach,,,Pittsburgh Steelers
1935,12,0.0,Joe Bach,,,Pittsburgh Steelers
1934,12,0.0,Luby DiMeolo,,,Pittsburgh Steelers
1933,11,0.0,Forrest Douds,,,Pittsburgh Steelers
2025,7,,Kyle Shanahan,Klay Kubiak,Robert Saleh,San Francisco 49ers
2024,17,,Kyle Shanahan,,Nick Sorensen,San Francisco 49ers
2023,17,3.0,Kyle Shanahan,,Steve Wilks,San Francisco 49ers
2022,17,3.0,Kyle Shanahan,,DeMeco Ryans,San Francisco 49ers
2021,17,3.0,Kyle Shanahan,Mike McDaniel,DeMeco Ryans,San Francisco 49ers
2020,16,,Kyle Shanahan,,Robert Saleh,San Francisco 49ers
2019,16,3.0,Kyle Shanahan,,Robert Saleh,San Francisco 49ers
2018,16,,Kyle Shanahan,,Robert Saleh,San Francisco 49ers
2017,16,,Kyle Shanahan,,Robert Saleh,San Francisco 49ers
2016,16,,Chip Kelly,Curtis Modkins,Jim O'Neil,San Francisco 49ers
2015,16,,Jim Tomsula,Geep Chryst,Eric Mangini,San Francisco 49ers
2014,16,0.0,Jim Harbaugh,Greg Roman,Vic Fangio,San Francisco 49ers
2013,16,3.0,Jim Harbaugh,Greg Roman,Vic Fangio,San Francisco 49ers
2012,16,3.0,Jim Harbaugh,Greg Roman,Vic Fangio,San Francisco 49ers
2011,16,2.0,Jim Harbaugh,Greg Roman,Vic Fangio,San Francisco 49ers
2010,1,0.0,Jim Tomsula,Jimmy Raye,Greg Manusky,San Francisco 49ers
2010,15,0.0,Mike Singletary,Jimmy Raye,Greg Manusky,San Francisco 49ers
2009,16,0.0,Mike Singletary,Jimmy Raye,Greg Manusky,San Francisco 49ers
2008,9,0.0,Mike Singletary,Mike Martz,Greg Manusky,San Francisco 49ers
2008,7,0.0,Mike Nolan,Mike Martz,Greg Manusky,San Francisco 49ers
2007,16,0.0,Mike Nolan,Jim Hostler,Greg Manusky,San Francisco 49ers
2006,16,0.0,Mike Nolan,Norv Turner,Bill Davis,San Francisco 49ers
2005,16,0.0,Mike Nolan,Mike McCarthy,Bill Davis,San Francisco 49ers
2004,16,0.0,Dennis Erickson,Ted Tollner,Willy Robinson,San Francisco 49ers
2003,16,0.0,Dennis Erickson,Greg Knapp,Jim Mora,San Francisco 49ers
2002,16,2.0,Steve Mariucci,Greg Knapp,Jim Mora,San Francisco 49ers
2001,16,1.0,Steve Mariucci,Greg Knapp,Jim Mora,San Francisco 49ers
2000,16,0.0,Steve Mariucci,Marty Mornhinweg,Jim Mora,San Francisco 49ers
1999,16,0.0,Steve Mariucci,Marty Mornhinweg,Jim Mora,San Francisco 49ers
1998,16,2.0,Steve Mariucci,Marty Mornhinweg,John Marshall,San Francisco 49ers
1997,16,2.0,Steve Mariucci,Marty Mornhinweg,John Marshall,San Francisco 49ers
1996,16,2.0,George Seifert,Marc Trestman,Pete Carroll,San Francisco 49ers
1995,16,1.0,George Seifert,Marc Trestman,Pete Carroll,San Francisco 49ers
1994,16,3.0,George Seifert,Mike Shanahan,Ray Rhodes,San Francisco 49ers
1993,16,2.0,George Seifert,Mike Shanahan,Bill McPherson,San Francisco 49ers
1992,16,2.0,George Seifert,Mike Shanahan,Bill McPherson,San Francisco 49ers
1991,16,0.0,George Seifert,Mike Holmgren,Bill McPherson,San Francisco 49ers
1990,16,2.0,George Seifert,Mike Holmgren,Bill McPherson,San Francisco 49ers
1989,16,3.0,George Seifert,Mike Holmgren,Bill McPherson,San Francisco 49ers
1988,16,3.0,Bill Walsh,,George Seifert,San Francisco 49ers
1987,15,1.0,Bill Walsh,,George Seifert,San Francisco 49ers
1986,16,1.0,Bill Walsh,,George Seifert,San Francisco 49ers
1985,16,1.0,Bill Walsh,,George Seifert,San Francisco 49ers
1984,16,3.0,Bill Walsh,,George Seifert,San Francisco 49ers
1983,16,2.0,Bill Walsh,,George Seifert,San Francisco 49ers
1982,9,0.0,Bill Walsh,,Chuck Studley,San Francisco 49ers
1981,16,3.0,Bill Walsh,,Chuck Studley,San Francisco 49ers
1980,16,0.0,Bill Walsh,,Chuck Studley,San Francisco 49ers
1979,16,0.0,Bill Walsh,,Chuck Studley,San Francisco 49ers
1978,7,0.0,Fred O'Connor,,Dan Radakovich,San Francisco 49ers
1978,9,0.0,Pete McCulley,Fred O'Connor,Dan Radakovich,San Francisco 49ers
1977,14,0.0,Ken Meyer,,,San Francisco 49ers
1976,14,0.0,Monte Clark,,,San Francisco 49ers
1975,14,0.0,Dick Nolan,Dick Stanfel,,San Francisco 49ers
1974,14,0.0,Dick Nolan,Dick Stanfel,Paul Wiggin,San Francisco 49ers
1973,14,0.0,Dick Nolan,Dick Stanfel,,San Francisco 49ers
1972,14,1.0,Dick Nolan,Dick Stanfel,,San Francisco 49ers
1971,14,2.0,Dick Nolan,Dick Stanfel,,San Francisco 49ers
1970,14,2.0,Dick Nolan,Ed Hughes,,San Francisco 49ers
1969,14,0.0,Dick Nolan,,,San Francisco 49ers
1968,14,0.0,Dick Nolan,,,San Francisco 49ers
1967,14,0.0,Jack Christiansen,,,San Francisco 49ers
1966,14,0.0,Jack Christiansen,,,San Francisco 49ers
1965,14,0.0,Jack Christiansen,,,San Francisco 49ers
1964,14,0.0,Jack Christiansen,,,San Francisco 49ers
1963,11,0.0,Jack Christiansen,,,San Francisco 49ers
1963,3,0.0,Red Hickey,,,San Francisco 49ers
1962,14,0.0,Red Hickey,,,San Francisco 49ers
1961,14,0.0,Red Hickey,,,San Francisco 49ers
1960,12,0.0,Red Hickey,,,San Francisco 49ers
1959,12,0.0,Red Hickey,,,San Francisco 49ers
1958,12,0.0,Frankie Albert,,Phil Bengtson,San Francisco 49ers
1957,12,1.0,Frankie Albert,,,San Francisco 49ers
1956,12,0.0,Frankie Albert,,,San Francisco 49ers
1955,12,0.0,Red Strader,,,San Francisco 49ers
1954,12,0.0,Buck Shaw,,,San Francisco 49ers
1953,12,0.0,Buck Shaw,,,San Francisco 49ers
1952,12,0.0,Buck Shaw,,,San Francisco 49ers
1951,12,0.0,Buck Shaw,,,San Francisco 49ers
1950,12,0.0,Buck Shaw,,,San Francisco 49ers
1949,12,2.0,Buck Shaw,,,San Francisco 49ers
1948,14,0.0,Buck Shaw,,,San Francisco 49ers
1947,14,0.0,Buck Shaw,,,San Francisco 49ers
1946,14,0.0,Buck Shaw,,,San Francisco 49ers
2025,7,,Mike Macdonald,Klint Kubiak,Aden Durde,Seattle Seahawks
2024,17,,Mike Macdonald,Ryan Grubb,Aden Durde,Seattle Seahawks
2023,17,,Pete Carroll,Shane Waldron,Clint Hurtt,Seattle Seahawks
2022,17,1.0,Pete Carroll,Shane Waldron,Clint Hurtt,Seattle Seahawks
2021,17,,Pete Carroll,Shane Waldron,Ken Norton,Seattle Seahawks
2020,16,1.0,Pete Carroll,Brian Schottenheimer,Ken Norton,Seattle Seahawks
2019,16,2.0,Pete Carroll,Brian Schottenheimer,Ken Norton,Seattle Seahawks
2018,16,1.0,Pete Carroll,Brian Schottenheimer,Ken Norton,Seattle Seahawks
2017,16,,Pete Carroll,Darrell Bevell,Kris Richard,Seattle Seahawks
2016,16,2.0,Pete Carroll,Darrell Bevell,Kris Richard,Seattle Seahawks
2015,16,2.0,Pete Carroll,Darrell Bevell,Kris Richard,Seattle Seahawks
2014,16,3.0,Pete Carroll,Darrell Bevell,Dan Quinn,Seattle Seahawks
2013,16,3.0,Pete Carroll,Darrell Bevell,Dan Quinn,Seattle Seahawks
2012,16,2.0,Pete Carroll,Darrell Bevell,Gus Bradley,Seattle Seahawks
2011,16,0.0,Pete Carroll,Darrell Bevell,Gus Bradley,Seattle Seahawks
2010,16,2.0,Pete Carroll,Jeremy Bates,Gus Bradley,Seattle Seahawks
2009,16,0.0,Jim Mora,Greg Knapp,Gus Bradley,Seattle Seahawks
2008,16,0.0,Mike Holmgren,Gil Haskell,John Marshall,Seattle Seahawks
2007,16,2.0,Mike Holmgren,Gil Haskell,John Marshall,Seattle Seahawks
2006,16,2.0,Mike Holmgren,Gil Haskell,John Marshall,Seattle Seahawks
2005,16,3.0,Mike Holmgren,Gil Haskell,"John Marshall, Ray Rhodes",Seattle Seahawks
2004,16,1.0,Mike Holmgren,Gil Haskell,Ray Rhodes,Seattle Seahawks
2003,16,1.0,Mike Holmgren,Gil Haskell,Ray Rhodes,Seattle Seahawks
2002,16,0.0,Mike Holmgren,Gil Haskell,Steve Sidwell,Seattle Seahawks
2001,16,0.0,Mike Holmgren,Gil Haskell,Steve Sidwell,Seattle Seahawks
2000,16,0.0,Mike Holmgren,Gil Haskell,Steve Sidwell,Seattle Seahawks
1999,16,1.0,Mike Holmgren,Mike Sherman,Jim Lind,Seattle Seahawks
1998,16,0.0,Dennis Erickson,Bob Bratkowski,Greg McMackin,Seattle Seahawks
1997,16,0.0,Dennis Erickson,Bob Bratkowski,Greg McMackin,Seattle Seahawks
1996,16,0.0,Dennis Erickson,Bob Bratkowski,Greg McMackin,Seattle Seahawks
1995,16,0.0,Dennis Erickson,Bob Bratkowski,Greg McMackin,Seattle Seahawks
1994,16,0.0,Tom Flores,Larry Kennan,Rusty Tillman,Seattle Seahawks
1993,16,0.0,Tom Flores,Larry Kennan,Rusty Tillman,Seattle Seahawks
1992,16,0.0,Tom Flores,Larry Kennan,Tom Catlin,Seattle Seahawks
1991,16,0.0,Chuck Knox,John Becker,Tom Catlin,Seattle Seahawks
1990,16,0.0,Chuck Knox,John Becker,Tom Catlin,Seattle Seahawks
1989,16,0.0,Chuck Knox,John Becker,Tom Catlin,Seattle Seahawks
1988,16,1.0,Chuck Knox,Steve Moore,Tom Catlin,Seattle Seahawks
1987,15,1.0,Chuck Knox,Steve Moore,Tom Catlin,Seattle Seahawks
1986,16,0.0,Chuck Knox,Steve Moore,Tom Catlin,Seattle Seahawks
1985,16,0.0,Chuck Knox,Ray Prochaska,Tom Catlin,Seattle Seahawks
1984,16,2.0,Chuck Knox,Ray Prochaska,Tom Catlin,Seattle Seahawks
1983,16,3.0,Chuck Knox,Ray Prochaska,Tom Catlin,Seattle Seahawks
1982,7,0.0,Mike McCormack,Jerry Rhome,Jackie Simpson,Seattle Seahawks
1982,2,0.0,Jack Patera,Jerry Rhome,Jackie Simpson,Seattle Seahawks
1981,16,0.0,Jack Patera,Jerry Rhome,Jackie Simpson,Seattle Seahawks
1980,16,0.0,Jack Patera,Jerry Rhome,Larry Peccatiello,Seattle Seahawks
1979,16,0.0,Jack Patera,Jerry Rhome,Larry Peccatiello,Seattle Seahawks
1978,16,0.0,Jack Patera,Jerry Rhome,Larry Peccatiello,Seattle Seahawks
1977,14,0.0,Jack Patera,Sam Boghosian,Bob Hollway,Seattle Seahawks
1976,14,0.0,Jack Patera,Sam Boghosian,Bob Hollway,Seattle Seahawks
2025,7,,Todd Bowles,Josh Grizzard,,Tampa Bay Buccaneers
2024,17,1.0,Todd Bowles,Liam Coen,"Larry Foote, Kacy Rodgers",Tampa Bay Buccaneers
2023,17,2.0,Todd Bowles,Dave Canales,"Larry Foote, Kacy Rodgers",Tampa Bay Buccaneers
2022,17,1.0,Todd Bowles,Byron Leftwich,"Larry Foote, Kacy Rodgers",Tampa Bay Buccaneers
2021,17,2.0,Bruce Arians,Byron Leftwich,Todd Bowles,Tampa Bay Buccaneers
2020,16,4.0,Bruce Arians,Byron Leftwich,Todd Bowles,Tampa Bay Buccaneers
2019,16,,Bruce Arians,Byron Leftwich,Todd Bowles,Tampa Bay Buccaneers
2018,16,,Dirk Koetter,Todd Monken,"Mark Duffner, Mike Smith",Tampa Bay Buccaneers
2017,16,,Dirk Koetter,Todd Monken,Mike Smith,Tampa Bay Buccaneers
2016,16,,Dirk Koetter,Todd Monken,Mike Smith,Tampa Bay Buccaneers
2015,16,,Lovie Smith,Dirk Koetter,Leslie Frazier,Tampa Bay Buccaneers
2014,16,0.0,Lovie Smith,Jeff Tedford,Leslie Frazier,Tampa Bay Buccaneers
2013,16,0.0,Greg Schiano,Mike Sullivan,Bill Sheridan,Tampa Bay Buccaneers
2012,16,0.0,Greg Schiano,Mike Sullivan,Bill Sheridan,Tampa Bay Buccaneers
2011,16,0.0,Raheem Morris,Greg Olson,Keith Millard,Tampa Bay Buccaneers
2010,16,0.0,Raheem Morris,Greg Olson,,Tampa Bay Buccaneers
2009,16,0.0,Raheem Morris,Greg Olson,Jim Bates,Tampa Bay Buccaneers
2008,16,0.0,Jon Gruden,Bill Muir,Monte Kiffin,Tampa Bay Buccaneers
2007,16,1.0,Jon Gruden,Bill Muir,Monte Kiffin,Tampa Bay Buccaneers
2006,16,0.0,Jon Gruden,Bill Muir,Monte Kiffin,Tampa Bay Buccaneers
2005,16,1.0,Jon Gruden,Bill Muir,Monte Kiffin,Tampa Bay Buccaneers
2004,16,0.0,Jon Gruden,Bill Muir,Monte Kiffin,Tampa Bay Buccaneers
2003,16,0.0,Jon Gruden,Bill Muir,Monte Kiffin,Tampa Bay Buccaneers
2002,16,3.0,Jon Gruden,Bill Muir,Monte Kiffin,Tampa Bay Buccaneers
2001,16,1.0,Tony Dungy,Clyde Christensen,Monte Kiffin,Tampa Bay Buccaneers
2000,16,1.0,Tony Dungy,Les Steckel,Monte Kiffin,Tampa Bay Buccaneers
1999,16,2.0,Tony Dungy,Mike Shula,Monte Kiffin,Tampa Bay Buccaneers
1998,16,0.0,Tony Dungy,Mike Shula,Monte Kiffin,Tampa Bay Buccaneers
1997,16,2.0,Tony Dungy,Mike Shula,Monte Kiffin,Tampa Bay Buccaneers
1996,16,0.0,Tony Dungy,Mike Shula,Monte Kiffin,Tampa Bay Buccaneers
1995,16,0.0,Sam Wyche,,Rusty Tillman,Tampa Bay Buccaneers
1994,16,0.0,Sam Wyche,,Floyd Peters,Tampa Bay Buccaneers
1993,16,0.0,Sam Wyche,,Floyd Peters,Tampa Bay Buccaneers
1992,16,0.0,Sam Wyche,,Floyd Peters,Tampa Bay Buccaneers
1991,16,0.0,Richard Williamson,Hank Kuhlmann,Floyd Peters,Tampa Bay Buccaneers
1990,3,0.0,Richard Williamson,,Fred Bruney,Tampa Bay Buccaneers
1990,13,0.0,Ray Perkins,,Fred Bruney,Tampa Bay Buccaneers
1989,16,0.0,Ray Perkins,,Doug Graber,Tampa Bay Buccaneers
1988,16,0.0,Ray Perkins,,Doug Graber,Tampa Bay Buccaneers
1987,15,0.0,Ray Perkins,,Doug Graber,Tampa Bay Buccaneers
1986,16,0.0,Leeman Bennett,Jimmy Raye,Jim Stanley,Tampa Bay Buccaneers
1985,16,0.0,Leeman Bennett,Jimmy Raye,Doug Shively,Tampa Bay Buccaneers
1984,16,0.0,John McKay,John Brunner,Wayne Fontes,Tampa Bay Buccaneers
1983,16,0.0,John McKay,,Wayne Fontes,Tampa Bay Buccaneers
1982,9,1.0,John McKay,,Wayne Fontes,Tampa Bay Buccaneers
1981,16,1.0,John McKay,,Tom Bass,Tampa Bay Buccaneers
1980,16,0.0,John McKay,,Tom Bass,Tampa Bay Buccaneers
1979,16,2.0,John McKay,,Tom Bass,Tampa Bay Buccaneers
